data_item_size,err,implementation,mbz,mode,more,nb_items,request_code,response,seq,version,data,amp_fac,min_amp,max_amp,count_amp
0.0,0.0,2.0,0.0,7.0,0.0,0.0,38.0,0.0,0.0,4.0,dummy,2.6666666666666665,2.6666666666666665,2.6666666666666665,1
0.0,0.0,3.0,0.0,7.0,0.0,0.0,38.0,0.0,0.0,4.0,dummy,2.6666666666666665,2.6666666666666665,2.6666666666666665,1
0.0,0.0,3.0,0.0,7.0,0.0,0.0,34.0,0.0,0.0,3.0,dummy,2.6666666666666665,2.6666666666666665,2.6666666666666665,2
0.0,0.0,3.0,0.0,7.0,0.0,0.0,34.0,0.0,0.0,2.0,dummy,2.6666666666666665,2.6666666666666665,2.6666666666666665,2
0.0,0.0,2.0,0.0,7.0,0.0,0.0,9.0,0.0,0.0,3.0,dummy,1.4444444444444444,1.4444444444444444,1.4444444444444444,2
0.0,0.0,3.0,0.0,7.0,0.0,0.0,19.0,0.0,0.0,3.0,dummy,1.0,1.0,1.0,1
0.0,0.0,3.0,0.0,7.0,0.0,0.0,33.0,0.0,0.0,4.0,dummy,1.0,1.0,1.0,100
0.0,0.0,3.0,0.0,7.0,0.0,0.0,33.0,0.0,0.0,3.0,dummy,1.0,1.0,1.0,487
0.0,0.0,3.0,0.0,7.0,0.0,0.0,33.0,0.0,0.0,2.0,dummy,1.0,1.0,1.0,52
0.0,0.0,3.0,0.0,7.0,0.0,0.0,26.0,0.0,0.0,4.0,dummy,1.0,1.0,1.0,5
0.0,0.0,3.0,0.0,7.0,0.0,0.0,26.0,0.0,0.0,3.0,dummy,1.0,1.0,1.0,78
0.0,0.0,3.0,0.0,7.0,0.0,0.0,26.0,0.0,0.0,2.0,dummy,1.0,1.0,1.0,45
0.0,0.0,3.0,0.0,7.0,0.0,0.0,19.0,0.0,0.0,4.0,dummy,1.0,1.0,1.0,2
0.0,0.0,2.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,dummy,1.0,1.0,1.0,2
0.0,0.0,2.0,0.0,7.0,0.0,0.0,39.0,0.0,0.0,4.0,dummy,1.0,1.0,1.0,4
0.0,0.0,2.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,dummy,1.0,1.0,1.0,6
0.0,0.0,2.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,dummy,1.0,1.0,1.0,3
0.0,0.0,3.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,4.0,dummy,1.0,1.0,1.0,12
0.0,0.0,3.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,dummy,1.0,1.0,1.0,9
0.0,0.0,3.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,2.0,dummy,1.0,1.0,1.0,7
0.0,0.0,2.0,0.0,7.0,0.0,0.0,19.0,0.0,0.0,3.0,dummy,1.0,1.0,1.0,1
0.0,0.0,2.0,0.0,7.0,0.0,0.0,24.0,0.0,0.0,3.0,dummy,1.0,1.0,1.0,1
0.0,0.0,2.0,0.0,7.0,0.0,0.0,33.0,0.0,0.0,2.0,dummy,1.0,1.0,1.0,69
0.0,0.0,2.0,0.0,7.0,0.0,0.0,33.0,0.0,0.0,3.0,dummy,1.0,1.0,1.0,267
0.0,0.0,2.0,0.0,7.0,0.0,0.0,33.0,0.0,0.0,4.0,dummy,1.0,1.0,1.0,105
0.0,0.0,3.0,0.0,7.0,0.0,0.0,43.0,0.0,0.0,3.0,dummy,1.0,1.0,1.0,1
